N,replicate,model,strict_mean,soft_mean
500,37,Llama-3.2-1B,0.314,0.5834261
500,37,Llama-3.2-3B,0.51,0.74863315
500,37,Qwen2.5-0.5B,0.168,0.3996023
500,37,Qwen2.5-1.5B,0.338,0.6156786
500,37,Qwen2.5-3B,0.534,0.7758165
500,37,Qwen2.5-7B,0.66,0.8585901
500,37,deepseek-v3,0.776,0.9316167
500,37,gemma-2-2b,0.496,0.7590332
500,37,gemma-2-9b,0.604,0.810157
500,37,llama3.1-405b,0.696,0.8754736
500,37,llama3.3-70b,0.726,0.90464765
500,37,mistral-large,0.736,0.9058903
500,37,qwen2.5-72b,0.652,0.8255999
500,38,Llama-3.1-8B,0.57,0.7969333
500,38,Llama-3.2-1B,0.316,0.5683644
500,38,Llama-3.2-3B,0.512,0.74594057
500,38,Qwen2.5-0.5B,0.16,0.37533325
500,38,Qwen2.5-1.5B,0.346,0.5760832
500,38,Qwen2.5-3B,0.498,0.7348785
500,38,Qwen2.5-7B,0.62,0.8206523
500,38,deepseek-v3,0.77,0.910888
500,38,gemma-2-2b,0.534,0.75661886
500,38,gemma-2-9b,0.606,0.79750717
500,38,llama3.1-405b,0.722,0.88450223
500,38,llama3.3-70b,0.73,0.89538306
500,38,mistral-large,0.726,0.89427125
500,38,qwen2.5-72b,0.646,0.8088713
500,39,Llama-3.1-8B,0.576,0.7953379
500,39,Llama-3.2-1B,0.33,0.59856886
500,39,Llama-3.2-3B,0.536,0.7725902
500,39,Qwen2.5-0.5B,0.18,0.41681427
500,39,Qwen2.5-1.5B,0.364,0.6105618
500,39,Qwen2.5-3B,0.518,0.7506047
500,39,Qwen2.5-7B,0.66,0.8436022
500,39,deepseek-v3,0.798,0.9237308
500,39,gemma-2-2b,0.518,0.74769264
500,39,gemma-2-9b,0.648,0.82625467
500,39,llama3.1-405b,0.712,0.87376887
500,39,llama3.3-70b,0.732,0.8941856
500,39,mistral-large,0.718,0.88724977
500,39,qwen2.5-72b,0.676,0.8345
500,40,Llama-3.1-8B,0.562,0.78386205
500,40,Llama-3.2-1B,0.316,0.5631835
500,40,Llama-3.2-3B,0.52,0.7564335
500,40,Qwen2.5-0.5B,0.17,0.39597362
500,40,Qwen2.5-1.5B,0.326,0.5853261
500,40,Qwen2.5-3B,0.486,0.72481424
500,40,Qwen2.5-7B,0.652,0.8345096
500,40,deepseek-v3,0.76,0.9133071
500,40,gemma-2-2b,0.516,0.7528692
500,40,gemma-2-9b,0.61,0.8075786
500,40,llama3.1-405b,0.684,0.8616143
500,40,llama3.3-70b,0.75,0.9003689
500,40,mistral-large,0.72,0.89611197
500,40,qwen2.5-72b,0.648,0.80460715
500,41,Llama-3.1-8B,0.56,0.7800165
500,41,Llama-3.2-1B,0.3,0.558962
500,41,Llama-3.2-3B,0.508,0.74105704
500,41,Qwen2.5-0.5B,0.154,0.37464052
500,41,Qwen2.5-1.5B,0.314,0.5661976
500,41,Qwen2.5-3B,0.482,0.71739525
500,41,Qwen2.5-7B,0.59,0.7958428
500,41,deepseek-v3,0.74,0.9065548
500,41,gemma-2-2b,0.49,0.724957
500,41,gemma-2-9b,0.59,0.7879949
500,41,llama3.1-405b,0.706,0.8733427
500,41,llama3.3-70b,0.728,0.89470464
500,41,mistral-large,0.718,0.89005
500,41,qwen2.5-72b,0.616,0.77772146
500,42,Llama-3.1-8B,0.54,0.7856285
500,42,Llama-3.2-1B,0.308,0.5833167
500,42,Llama-3.2-3B,0.494,0.74188554
500,42,Qwen2.5-0.5B,0.166,0.39947143
500,42,Qwen2.5-1.5B,0.346,0.60390234
500,42,Qwen2.5-3B,0.504,0.7395692
500,42,Qwen2.5-7B,0.636,0.83291173
500,42,deepseek-v3,0.778,0.9249188
500,42,gemma-2-2b,0.494,0.7400262
500,42,gemma-2-9b,0.572,0.78835714
500,42,llama3.1-405b,0.708,0.8658166
500,42,llama3.3-70b,0.722,0.89770937
500,42,mistral-large,0.726,0.8904475
500,42,qwen2.5-72b,0.666,0.8279095
500,43,Llama-3.1-8B,0.586,0.80726665
500,43,Llama-3.2-1B,0.346,0.600107
500,43,Llama-3.2-3B,0.542,0.76748806
500,43,Qwen2.5-0.5B,0.168,0.41510713
500,43,Qwen2.5-1.5B,0.344,0.57765234
500,43,Qwen2.5-3B,0.518,0.7361263
500,43,Qwen2.5-7B,0.632,0.82916886
500,43,deepseek-v3,0.746,0.90829265
500,43,gemma-2-2b,0.528,0.75723803
500,43,gemma-2-9b,0.596,0.80803335
500,43,llama3.1-405b,0.684,0.86584496
500,43,llama3.3-70b,0.728,0.8926927
500,43,mistral-large,0.718,0.89460224
500,43,qwen2.5-72b,0.638,0.80977607
500,44,Llama-3.1-8B,0.552,0.78062373
500,44,Llama-3.2-1B,0.312,0.5626786
500,44,Llama-3.2-3B,0.464,0.7081383
500,44,Qwen2.5-0.5B,0.164,0.40575695
500,44,Qwen2.5-1.5B,0.322,0.58533317
500,44,Qwen2.5-3B,0.46,0.71584284
500,44,Qwen2.5-7B,0.612,0.81417394
500,44,deepseek-v3,0.772,0.919676
500,44,gemma-2-2b,0.466,0.7244047
500,44,gemma-2-9b,0.568,0.77700007
500,44,llama3.1-405b,0.66,0.8402668
500,44,llama3.3-70b,0.706,0.88160485
500,44,mistral-large,0.698,0.87810725
500,44,qwen2.5-72b,0.642,0.8158689
500,45,Llama-3.1-8B,0.594,0.8029237
500,45,Llama-3.2-1B,0.31,0.56457627
500,45,Llama-3.2-3B,0.53,0.7586761
500,45,Qwen2.5-0.5B,0.162,0.41837353
500,45,Qwen2.5-1.5B,0.33,0.59954995
500,45,Qwen2.5-3B,0.518,0.7549262
500,45,Qwen2.5-7B,0.62,0.8270144
500,45,deepseek-v3,0.796,0.9255857
500,45,gemma-2-2b,0.528,0.775657
500,45,gemma-2-9b,0.612,0.81427616
500,45,llama3.1-405b,0.748,0.8867737
500,45,llama3.3-70b,0.746,0.89831656
500,45,mistral-large,0.744,0.9000712
500,45,qwen2.5-72b,0.652,0.82227373
500,46,Llama-3.1-8B,0.61,0.8165332
500,46,Llama-3.2-1B,0.368,0.6152383
500,46,Llama-3.2-3B,0.532,0.7565429
500,46,Qwen2.5-0.5B,0.17,0.41666436
500,46,Qwen2.5-1.5B,0.35,0.59175956
500,46,Qwen2.5-3B,0.508,0.74024254
500,46,Qwen2.5-7B,0.642,0.8315618
500,46,deepseek-v3,0.776,0.91494524
500,46,gemma-2-2b,0.556,0.76761675
500,46,gemma-2-9b,0.608,0.807707
500,46,llama3.1-405b,0.712,0.87038076
500,46,llama3.3-70b,0.732,0.8901951
500,46,mistral-large,0.724,0.89244026
500,46,qwen2.5-72b,0.648,0.82109255
500,47,Llama-3.1-8B,0.594,0.8024925
500,47,Llama-3.2-1B,0.318,0.57038075
500,47,Llama-3.2-3B,0.534,0.7727475
500,47,Qwen2.5-0.5B,0.178,0.41110715
500,47,Qwen2.5-1.5B,0.344,0.5885309
500,47,Qwen2.5-3B,0.52,0.7543666
500,47,Qwen2.5-7B,0.636,0.8302713
500,47,deepseek-v3,0.78,0.92599756
500,47,gemma-2-2b,0.54,0.7624191
500,47,gemma-2-9b,0.64,0.8230928
500,47,llama3.1-405b,0.71,0.87939996
500,47,llama3.3-70b,0.726,0.8940713
500,47,mistral-large,0.714,0.8900237
500,47,qwen2.5-72b,0.672,0.8328546
500,48,Llama-3.1-8B,0.584,0.7908998
500,48,Llama-3.2-1B,0.33,0.5720404
500,48,Llama-3.2-3B,0.514,0.7540192
500,48,Qwen2.5-0.5B,0.15,0.37754765
500,48,Qwen2.5-1.5B,0.314,0.56496197
500,48,Qwen2.5-3B,0.492,0.72720706
500,48,Qwen2.5-7B,0.59,0.8086238
500,48,deepseek-v3,0.772,0.92808825
500,48,gemma-2-2b,0.514,0.75147617
500,48,gemma-2-9b,0.608,0.8098308
500,48,llama3.1-405b,0.712,0.8632881
500,48,llama3.3-70b,0.742,0.8939762
500,48,mistral-large,0.732,0.9032452
500,48,qwen2.5-72b,0.658,0.82318103
500,49,Llama-3.1-8B,0.576,0.7915451
500,49,Llama-3.2-1B,0.3,0.5638358
500,49,Llama-3.2-3B,0.51,0.74662364
500,49,Qwen2.5-0.5B,0.172,0.4107572
500,49,Qwen2.5-1.5B,0.366,0.609893
500,49,Qwen2.5-3B,0.516,0.72976196
500,49,Qwen2.5-7B,0.648,0.8237667
500,49,deepseek-v3,0.766,0.9144522
500,49,gemma-2-2b,0.5,0.7372903
500,49,gemma-2-9b,0.604,0.8042762
500,49,llama3.1-405b,0.686,0.8559214
500,49,llama3.3-70b,0.688,0.87664056
500,49,mistral-large,0.712,0.891212
500,49,qwen2.5-72b,0.644,0.8101785
1000,0,Llama-3.1-8B,0.601,0.7994009
1000,0,Llama-3.2-1B,0.314,0.5614968
1000,0,Llama-3.2-3B,0.525,0.75957507
1000,0,Qwen2.5-0.5B,0.153,0.39598462
1000,0,Qwen2.5-1.5B,0.332,0.5852809
1000,0,Qwen2.5-3B,0.498,0.7383342
1000,0,Qwen2.5-7B,0.62,0.8250451
1000,0,deepseek-v3,0.777,0.9203307
1000,0,gemma-2-2b,0.519,0.7541104
1000,0,gemma-2-9b,0.606,0.7996726
1000,0,llama3.1-405b,0.697,0.86700004
1000,0,llama3.3-70b,0.717,0.8864404
1000,0,mistral-large,0.725,0.8947439
1000,0,qwen2.5-72b,0.647,0.817781
1000,1,Llama-3.1-8B,0.569,0.794976
1000,1,Llama-3.2-1B,0.31,0.5799665
1000,1,Llama-3.2-3B,0.499,0.7532415
1000,1,Qwen2.5-0.5B,0.147,0.3809656
1000,1,Qwen2.5-1.5B,0.315,0.5681891
1000,1,Qwen2.5-3B,0.482,0.7289701
1000,1,Qwen2.5-7B,0.605,0.8123392
1000,1,deepseek-v3,0.77,0.92109853
1000,1,gemma-2-2b,0.496,0.73156047
1000,1,gemma-2-9b,0.591,0.7952132
1000,1,llama3.1-405b,0.707,0.8691986
1000,1,llama3.3-70b,0.739,0.8961236
1000,1,mistral-large,0.735,0.8950688
1000,1,qwen2.5-72b,0.657,0.80710006
1000,2,Llama-3.1-8B,0.588,0.7945122
1000,2,Llama-3.2-1B,0.333,0.5788989
1000,2,Llama-3.2-3B,0.523,0.75542265
1000,2,Qwen2.5-0.5B,0.177,0.39897633
1000,2,Qwen2.5-1.5B,0.325,0.580943
1000,2,Qwen2.5-3B,0.491,0.72913694
1000,2,Qwen2.5-7B,0.619,0.8188417
1000,2,deepseek-v3,0.754,0.91264284
1000,2,gemma-2-2b,0.521,0.7372252
1000,2,gemma-2-9b,0.599,0.80216765
1000,2,llama3.1-405b,0.69,0.8667035
1000,2,llama3.3-70b,0.705,0.887956
1000,2,mistral-large,0.714,0.88803214
1000,2,qwen2.5-72b,0.637,0.8100177
1000,3,Llama-3.1-8B,0.579,0.79638565
1000,3,Llama-3.2-1B,0.322,0.57505953
1000,3,Llama-3.2-3B,0.51,0.75635326
1000,3,Qwen2.5-0.5B,0.164,0.38786077
1000,3,Qwen2.5-1.5B,0.312,0.56556314
1000,3,Qwen2.5-3B,0.497,0.73293227
1000,3,Qwen2.5-7B,0.622,0.81787497
1000,3,deepseek-v3,0.77,0.9186523
1000,3,gemma-2-2b,0.507,0.74625576
1000,3,gemma-2-9b,0.62,0.814176
1000,3,llama3.1-405b,0.703,0.86873204
1000,3,llama3.3-70b,0.715,0.89062357
1000,3,mistral-large,0.712,0.8812582
1000,3,qwen2.5-72b,0.641,0.8155571
1000,4,Llama-3.1-8B,0.589,0.8011985
1000,4,Llama-3.2-1B,0.322,0.57287973
1000,4,Llama-3.2-3B,0.505,0.7527177
1000,4,Qwen2.5-0.5B,0.17,0.3895559
1000,4,Qwen2.5-1.5B,0.303,0.5626903
1000,4,Qwen2.5-3B,0.494,0.72817194
1000,4,Qwen2.5-7B,0.624,0.81993175
1000,4,deepseek-v3,0.771,0.9194712
1000,4,gemma-2-2b,0.523,0.7454281
1000,4,gemma-2-9b,0.622,0.80775446
1000,4,llama3.1-405b,0.705,0.86828095
1000,4,llama3.3-70b,0.721,0.89263916
1000,4,mistral-large,0.729,0.89064866
1000,4,qwen2.5-72b,0.637,0.8187174
1000,5,Llama-3.1-8B,0.598,0.8075784
1000,5,Llama-3.2-1B,0.308,0.57467365
1000,5,Llama-3.2-3B,0.512,0.75662243
1000,5,Qwen2.5-0.5B,0.167,0.39925823
1000,5,Qwen2.5-1.5B,0.331,0.5785975
1000,5,Qwen2.5-3B,0.49,0.7422104
1000,5,Qwen2.5-7B,0.627,0.8338284
1000,5,deepseek-v3,0.769,0.92129016
1000,5,gemma-2-2b,0.504,0.7532437
1000,5,gemma-2-9b,0.61,0.8183024
1000,5,llama3.1-405b,0.698,0.87480587
1000,5,llama3.3-70b,0.722,0.89726883
1000,5,mistral-large,0.713,0.88995457
1000,5,qwen2.5-72b,0.642,0.8207261
1000,6,Llama-3.1-8B,0.578,0.79622155
1000,6,Llama-3.2-1B,0.317,0.5690379
1000,6,Llama-3.2-3B,0.505,0.7540152
1000,6,Qwen2.5-0.5B,0.155,0.39277637
1000,6,Qwen2.5-1.5B,0.339,0.57832515
1000,6,Qwen2.5-3B,0.49,0.7254537
1000,6,Qwen2.5-7B,0.627,0.81172377
1000,6,deepseek-v3,0.782,0.92394614
1000,6,gemma-2-2b,0.508,0.7406524
1000,6,gemma-2-9b,0.619,0.80427265
1000,6,llama3.1-405b,0.697,0.86635315
1000,6,llama3.3-70b,0.72,0.88807243
1000,6,mistral-large,0.706,0.87758905
1000,6,qwen2.5-72b,0.625,0.801664
1000,7,Llama-3.1-8B,0.592,0.7989676
1000,7,Llama-3.2-1B,0.325,0.57534635
1000,7,Llama-3.2-3B,0.512,0.74614763
1000,7,Qwen2.5-0.5B,0.163,0.3934037
1000,7,Qwen2.5-1.5B,0.322,0.5726192
1000,7,Qwen2.5-3B,0.498,0.7366227
1000,7,Qwen2.5-7B,0.603,0.8086903
1000,7,deepseek-v3,0.755,0.9050631
1000,7,gemma-2-2b,0.502,0.7299702
1000,7,gemma-2-9b,0.598,0.7889477
1000,7,llama3.1-405b,0.695,0.86119753
1000,7,llama3.3-70b,0.728,0.8853083
1000,7,mistral-large,0.719,0.88427866
1000,7,qwen2.5-72b,0.634,0.80614036
1000,8,Llama-3.1-8B,0.581,0.7997832
1000,8,Llama-3.2-1B,0.312,0.5608534
1000,8,Llama-3.2-3B,0.526,0.7557153
1000,8,Qwen2.5-0.5B,0.154,0.38873342
1000,8,Qwen2.5-1.5B,0.327,0.58149886
1000,8,Qwen2.5-3B,0.502,0.74675125
1000,8,Qwen2.5-7B,0.626,0.8237986
1000,8,deepseek-v3,0.758,0.9102177
1000,8,gemma-2-2b,0.501,0.7449712
1000,8,gemma-2-9b,0.61,0.8045085
1000,8,llama3.1-405b,0.695,0.86379033
1000,8,llama3.3-70b,0.715,0.8883286
1000,8,mistral-large,0.708,0.8842035
1000,8,qwen2.5-72b,0.636,0.81336296
1000,9,Llama-3.1-8B,0.582,0.8007656
1000,9,Llama-3.2-1B,0.312,0.5625618
1000,9,Llama-3.2-3B,0.503,0.74836916
1000,9,Qwen2.5-0.5B,0.138,0.36984065
1000,9,Qwen2.5-1.5B,0.328,0.5803788
1000,9,Qwen2.5-3B,0.499,0.7327215
1000,9,Qwen2.5-7B,0.616,0.8102999
1000,9,deepseek-v3,0.771,0.91429764
1000,9,gemma-2-2b,0.519,0.744712
1000,9,gemma-2-9b,0.596,0.79697496
1000,9,llama3.1-405b,0.684,0.86174065
1000,9,llama3.3-70b,0.728,0.890762
1000,9,mistral-large,0.725,0.8920715
1000,9,qwen2.5-72b,0.652,0.8205499
1000,10,Llama-3.1-8B,0.598,0.80108696
1000,10,Llama-3.2-1B,0.287,0.55414873
1000,10,Llama-3.2-3B,0.528,0.73944384
1000,10,Qwen2.5-0.5B,0.167,0.39330742
1000,10,Qwen2.5-1.5B,0.352,0.59302384
1000,10,Qwen2.5-3B,0.498,0.7305143
1000,10,Qwen2.5-7B,0.636,0.81853455
1000,10,deepseek-v3,0.774,0.9174523
1000,10,gemma-2-2b,0.516,0.74046654
1000,10,gemma-2-9b,0.621,0.80674255
1000,10,llama3.1-405b,0.71,0.86616635
1000,10,llama3.3-70b,0.719,0.8828379
1000,10,mistral-large,0.713,0.88565826
1000,10,qwen2.5-72b,0.657,0.81377
1000,11,Llama-3.1-8B,0.572,0.7934556
1000,11,Llama-3.2-1B,0.339,0.5905704
1000,11,Llama-3.2-3B,0.514,0.75022036
1000,11,Qwen2.5-0.5B,0.155,0.39705357
1000,11,Qwen2.5-1.5B,0.334,0.58137745
1000,11,Qwen2.5-3B,0.499,0.73087275
1000,11,Qwen2.5-7B,0.631,0.8208129
1000,11,deepseek-v3,0.772,0.9157736
1000,11,gemma-2-2b,0.512,0.7455356
1000,11,gemma-2-9b,0.621,0.8075108
1000,11,llama3.1-405b,0.691,0.86027473
1000,11,llama3.3-70b,0.713,0.88841546
1000,11,mistral-large,0.71,0.8808142
1000,11,qwen2.5-72b,0.636,0.80502135
1000,12,Llama-3.1-8B,0.561,0.7991286
1000,12,Llama-3.2-1B,0.325,0.58068
1000,12,Llama-3.2-3B,0.518,0.7552117
1000,12,Qwen2.5-0.5B,0.173,0.41034892
1000,12,Qwen2.5-1.5B,0.325,0.5757322
1000,12,Qwen2.5-3B,0.512,0.7463012
1000,12,Qwen2.5-7B,0.596,0.8144038
1000,12,deepseek-v3,0.778,0.91934615
1000,12,gemma-2-2b,0.52,0.7539167
1000,12,gemma-2-9b,0.594,0.805031
1000,12,llama3.1-405b,0.695,0.8686722
1000,12,llama3.3-70b,0.716,0.88834375
1000,12,mistral-large,0.722,0.8886654
1000,12,qwen2.5-72b,0.64,0.8128688
1000,13,Llama-3.1-8B,0.58,0.793538
1000,13,Llama-3.2-1B,0.312,0.5634619
1000,13,Llama-3.2-3B,0.507,0.74827963
1000,13,Qwen2.5-0.5B,0.15,0.3779402
1000,13,Qwen2.5-1.5B,0.333,0.56835234
1000,13,Qwen2.5-3B,0.47,0.7162167
1000,13,Qwen2.5-7B,0.615,0.81219494
1000,13,deepseek-v3,0.78,0.92050344
1000,13,gemma-2-2b,0.51,0.73993784
1000,13,gemma-2-9b,0.602,0.7887273
1000,13,llama3.1-405b,0.718,0.8725738
1000,13,llama3.3-70b,0.748,0.89659745
1000,13,mistral-large,0.727,0.8855631
1000,13,qwen2.5-72b,0.652,0.8093819
1000,14,Llama-3.1-8B,0.604,0.8077188
1000,14,Llama-3.2-1B,0.322,0.5669309
1000,14,Llama-3.2-3B,0.512,0.7483381
1000,14,Qwen2.5-0.5B,0.173,0.4015941
1000,14,Qwen2.5-1.5B,0.359,0.58884525
1000,14,Qwen2.5-3B,0.516,0.7385025
1000,14,Qwen2.5-7B,0.62,0.8186525
1000,14,deepseek-v3,0.771,0.9155121
1000,14,gemma-2-2b,0.503,0.73775977
1000,14,gemma-2-9b,0.607,0.79678124
1000,14,llama3.1-405b,0.674,0.8506379
1000,14,llama3.3-70b,0.713,0.88832504
1000,14,mistral-large,0.712,0.8885463
1000,14,qwen2.5-72b,0.654,0.8203156
1000,15,Llama-3.1-8B,0.587,0.79533905
1000,15,Llama-3.2-1B,0.295,0.5642569
1000,15,Llama-3.2-3B,0.509,0.74991417
1000,15,Qwen2.5-0.5B,0.157,0.38385957
1000,15,Qwen2.5-1.5B,0.329,0.57918936
1000,15,Qwen2.5-3B,0.486,0.7214402
1000,15,Qwen2.5-7B,0.614,0.81566775
1000,15,deepseek-v3,0.766,0.91644615
1000,15,gemma-2-2b,0.513,0.7502664
1000,15,gemma-2-9b,0.605,0.80569524
1000,15,llama3.1-405b,0.695,0.8626354
1000,15,llama3.3-70b,0.721,0.8886189
1000,15,mistral-large,0.709,0.88524383
1000,15,qwen2.5-72b,0.637,0.8063736
1000,16,Llama-3.1-8B,0.577,0.7934331
1000,16,Llama-3.2-1B,0.32,0.5781846
1000,16,Llama-3.2-3B,0.479,0.737993
1000,16,Qwen2.5-0.5B,0.168,0.40515983
1000,16,Qwen2.5-1.5B,0.323,0.5762511
1000,16,Qwen2.5-3B,0.498,0.73143095
1000,16,Qwen2.5-7B,0.59,0.8067175
1000,16,deepseek-v3,0.745,0.9059129
1000,16,gemma-2-2b,0.493,0.7435592
1000,16,gemma-2-9b,0.585,0.7946914
1000,16,llama3.1-405b,0.668,0.8538796
1000,16,llama3.3-70b,0.717,0.88494486
1000,16,mistral-large,0.685,0.8770735
1000,16,qwen2.5-72b,0.621,0.80535364
1000,17,Llama-3.1-8B,0.585,0.7950131
1000,17,Llama-3.2-1B,0.301,0.5516855
1000,17,Llama-3.2-3B,0.518,0.7494914
1000,17,Qwen2.5-0.5B,0.158,0.39021558
1000,17,Qwen2.5-1.5B,0.321,0.5713452
1000,17,Qwen2.5-3B,0.485,0.7149392
1000,17,Qwen2.5-7B,0.596,0.8030427
1000,17,deepseek-v3,0.764,0.9105356
1000,17,gemma-2-2b,0.491,0.7369702
1000,17,gemma-2-9b,0.604,0.79501307
1000,17,llama3.1-405b,0.682,0.8609381
1000,17,llama3.3-70b,0.723,0.8912522
1000,17,mistral-large,0.698,0.880351
1000,17,qwen2.5-72b,0.627,0.79583097
1000,18,Llama-3.1-8B,0.572,0.7986841
1000,18,Llama-3.2-1B,0.296,0.5519298
1000,18,Llama-3.2-3B,0.504,0.7434629
1000,18,Qwen2.5-0.5B,0.144,0.3867582
1000,18,Qwen2.5-1.5B,0.338,0.59267485
1000,18,Qwen2.5-3B,0.494,0.7270319
1000,18,Qwen2.5-7B,0.608,0.814437
1000,18,deepseek-v3,0.775,0.9193855
1000,18,gemma-2-2b,0.486,0.72970444
1000,18,gemma-2-9b,0.59,0.79712844
1000,18,llama3.1-405b,0.687,0.8633619
1000,18,llama3.3-70b,0.701,0.88346547
1000,18,mistral-large,0.701,0.8840081
1000,18,qwen2.5-72b,0.631,0.8050128
1000,19,Llama-3.1-8B,0.565,0.7889201
1000,19,Llama-3.2-1B,0.303,0.5727878
1000,19,Llama-3.2-3B,0.507,0.7363477
1000,19,Qwen2.5-0.5B,0.164,0.39291203
1000,19,Qwen2.5-1.5B,0.32,0.572043
1000,19,Qwen2.5-3B,0.49,0.72494364
1000,19,Qwen2.5-7B,0.599,0.79956675
1000,19,deepseek-v3,0.771,0.9132698
1000,19,gemma-2-2b,0.52,0.73507965
1000,19,gemma-2-9b,0.61,0.7933
1000,19,llama3.1-405b,0.692,0.8536297
1000,19,llama3.3-70b,0.73,0.8884522
1000,19,mistral-large,0.718,0.88151044
1000,19,qwen2.5-72b,0.64,0.8024321
1000,20,Llama-3.1-8B,0.586,0.7981561
1000,20,Llama-3.2-1B,0.301,0.5722239
1000,20,Llama-3.2-3B,0.505,0.73885345
1000,20,Qwen2.5-0.5B,0.162,0.40305465
1000,20,Qwen2.5-1.5B,0.301,0.572274
1000,20,Qwen2.5-3B,0.5,0.7351474
1000,20,Qwen2.5-7B,0.605,0.8090834
1000,20,deepseek-v3,0.752,0.9106011
1000,20,gemma-2-2b,0.507,0.7414095
1000,20,gemma-2-9b,0.576,0.7866703
1000,20,llama3.1-405b,0.687,0.86012614
1000,20,llama3.3-70b,0.713,0.88762486
1000,20,mistral-large,0.702,0.8759189
1000,20,qwen2.5-72b,0.639,0.8074013
1000,21,Llama-3.1-8B,0.594,0.8003354
1000,21,Llama-3.2-1B,0.317,0.56572723
1000,21,Llama-3.2-3B,0.523,0.74295336
1000,21,Qwen2.5-0.5B,0.183,0.40084147
1000,21,Qwen2.5-1.5B,0.337,0.5774428
1000,21,Qwen2.5-3B,0.504,0.73000574
1000,21,Qwen2.5-7B,0.632,0.82355446
1000,21,deepseek-v3,0.785,0.9238689
1000,21,gemma-2-2b,0.532,0.74314624
1000,21,gemma-2-9b,0.606,0.79800934
1000,21,llama3.1-405b,0.695,0.85776407
1000,21,llama3.3-70b,0.74,0.89231306
1000,21,mistral-large,0.716,0.8883619
1000,21,qwen2.5-72b,0.657,0.81356883
1000,22,Llama-3.1-8B,0.613,0.81970716
1000,22,Llama-3.2-1B,0.33,0.5861464
1000,22,Llama-3.2-3B,0.526,0.76176405
1000,22,Qwen2.5-0.5B,0.157,0.39709646
1000,22,Qwen2.5-1.5B,0.353,0.597088
1000,22,Qwen2.5-3B,0.512,0.74722224
1000,22,Qwen2.5-7B,0.634,0.82323223
1000,22,deepseek-v3,0.775,0.91714394
1000,22,gemma-2-2b,0.521,0.7482511
1000,22,gemma-2-9b,0.625,0.8172014
1000,22,llama3.1-405b,0.704,0.8703462
1000,22,llama3.3-70b,0.741,0.8946297
1000,22,mistral-large,0.726,0.8905188
1000,22,qwen2.5-72b,0.645,0.81307966
1000,23,Llama-3.1-8B,0.575,0.7974105
1000,23,Llama-3.2-1B,0.306,0.57545817
1000,23,Llama-3.2-3B,0.511,0.74703056
1000,23,Qwen2.5-0.5B,0.155,0.39058805
1000,23,Qwen2.5-1.5B,0.335,0.5913165
1000,23,Qwen2.5-3B,0.509,0.7354689
1000,23,Qwen2.5-7B,0.611,0.82278305
1000,23,deepseek-v3,0.763,0.91218555
1000,23,gemma-2-2b,0.508,0.742065
1000,23,gemma-2-9b,0.614,0.8020367
1000,23,llama3.1-405b,0.684,0.8604355
1000,23,llama3.3-70b,0.718,0.88646525
1000,23,mistral-large,0.717,0.88624483
1000,23,qwen2.5-72b,0.631,0.807788
1000,24,Llama-3.1-8B,0.605,0.80746907
1000,24,Llama-3.2-1B,0.294,0.5496534
1000,24,Llama-3.2-3B,0.518,0.7454965
1000,24,Qwen2.5-0.5B,0.142,0.38904658
1000,24,Qwen2.5-1.5B,0.314,0.5767469
1000,24,Qwen2.5-3B,0.503,0.72993314
1000,24,Qwen2.5-7B,0.624,0.8197367
1000,24,deepseek-v3,0.778,0.9131868
1000,24,gemma-2-2b,0.524,0.7413248
1000,24,gemma-2-9b,0.618,0.80806416
1000,24,llama3.1-405b,0.726,0.87541753
1000,24,llama3.3-70b,0.739,0.8968688
1000,24,mistral-large,0.732,0.89220464
1000,24,qwen2.5-72b,0.648,0.8174668
1000,25,Llama-3.1-8B,0.585,0.7962652
1000,25,Llama-3.2-1B,0.292,0.53313106
1000,25,Llama-3.2-3B,0.503,0.73882097
1000,25,Qwen2.5-0.5B,0.148,0.36685354
1000,25,Qwen2.5-1.5B,0.293,0.54881686
1000,25,Qwen2.5-3B,0.492,0.7236652
1000,25,Qwen2.5-7B,0.605,0.80858666
1000,25,deepseek-v3,0.778,0.92277116
1000,25,gemma-2-2b,0.473,0.7209458
1000,25,gemma-2-9b,0.597,0.79846376
1000,25,llama3.1-405b,0.685,0.8562807
1000,25,llama3.3-70b,0.717,0.88859266
1000,25,mistral-large,0.706,0.88879
1000,25,qwen2.5-72b,0.621,0.791827
1000,26,Llama-3.1-8B,0.589,0.8059115
1000,26,Llama-3.2-1B,0.325,0.5847608
1000,26,Llama-3.2-3B,0.502,0.74643445
1000,26,Qwen2.5-0.5B,0.161,0.3957989
1000,26,Qwen2.5-1.5B,0.335,0.58938694
1000,26,Qwen2.5-3B,0.508,0.73462355
1000,26,Qwen2.5-7B,0.624,0.81967705
1000,26,deepseek-v3,0.78,0.9190164
1000,26,gemma-2-2b,0.51,0.7360595
1000,26,gemma-2-9b,0.602,0.8010142
1000,26,llama3.1-405b,0.697,0.86702585
1000,26,llama3.3-70b,0.732,0.88915807
1000,26,mistral-large,0.73,0.89115083
1000,26,qwen2.5-72b,0.665,0.8197926
1000,27,Llama-3.1-8B,0.602,0.8043726
1000,27,Llama-3.2-1B,0.307,0.5688642
1000,27,Llama-3.2-3B,0.522,0.75755024
1000,27,Qwen2.5-0.5B,0.161,0.40003812
1000,27,Qwen2.5-1.5B,0.338,0.5935336
1000,27,Qwen2.5-3B,0.525,0.7433782
